"OBS.","TOWN","TOWN#","TRACT","LON","LAT","MEDV","CMEDV","CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","Latitude","Longitude","Town"
245,"Framingham",42,3831,-71.2435,42.163,2.86789890204411,17.6,0.20608,22,5.86,0,0.185761,5.593,76.5,2.07378809100049,1.94591014905531,330,19.1,139218.5344,2.52572864430826,42.163,-71.2435,"Framingham"
246,"Framingham",42,3832,-71.2575,42.1618,2.91777073208428,18.5,0.19133,22,5.86,0,0.185761,5.605,70.2,2.07378809100049,1.94591014905531,330,19.1,151912.8576,2.91560622907471,42.1618,-71.2575,"Framingham"
247,"Framingham",42,3833,-71.262,42.169,3.1904763503465,24.3,0.33983,22,5.86,0,0.185761,6.108,34.9,2.0863550879489,1.94591014905531,330,19.1,152732.4561,2.21484617868604,42.169,-71.262,"Framingham"
248,"Framingham",42,3834,-71.247,42.1703,3.02042488614436,20.5,0.19657,22,5.86,0,0.185761,6.226,79.2,2.0863550879489,1.94591014905531,330,19.1,141955.6329,2.3174737054878,42.1703,-71.247,"Framingham"
249,"Framingham",42,3835,-71.255,42.1767,3.19867311755068,24.5,0.16439,22,5.86,0,0.185761,6.433,49.1,2.05751541134614,1.94591014905531,330,19.1,140880.1156,2.25339484880327,42.1767,-71.255,"Framingham"
250,"Framingham",42,3836,-71.2475,42.1825,3.26575941076705,26.2,0.19073,22,5.86,0,0.185761,6.718,17.5,2.05751541134614,1.94591014905531,330,19.1,155527.6969,1.880990602956,42.1825,-71.2475,"Framingham"
251,"Framingham",42,3837,-71.238,42.191,3.19458313229916,24.4,0.1403,22,5.86,0,0.185761,6.487,13,2.00103395480071,1.94591014905531,330,19.1,157537.5481,1.77495235091167,42.191,-71.238,"Framingham"
252,"Framingham",42,3838,-71.2435,42.1982,3.21084365317094,24.8,0.21409,22,5.86,0,0.185761,6.438,8.9,2.00103395480071,1.94591014905531,330,19.1,142657.29,1.27815220250019,42.1982,-71.2435,"Framingham"
253,"Framingham",42,3839,-71.2685,42.1935,3.38777436133001,29.6,0.08221,22,5.86,0,0.185761,6.957,6.8,2.1868038025083,1.94591014905531,330,19.1,149552.3584,1.26129787094521,42.1935,-71.2685,"Framingham"
254,"Framingham",42,3840,-71.2807,42.1727,3.75653810258775,42.8,0.36894,22,5.86,0,0.185761,8.259,8.4,2.1868038025083,1.94591014905531,330,19.1,158030.1009,1.26412672714568,42.1727,-71.2807,"Framingham"
255,"Ashland",43,3851,-71.2895,42.1575,3.08648663682246,21.9,0.04819,80,3.64,0,0.153664,6.108,32,2.22140757500011,0,315,16.4,154857.9904,1.88251383249652,42.1575,-71.2895,"Ashland"
256,"Ashland",43,3852,-71.269,42.1482,3.03974915897077,20.9,0.03548,80,3.64,0,0.153664,5.876,19.1,2.22140757500011,0,315,16.4,156665.5561,2.22462355152433,42.1482,-71.269,"Ashland"
257,"Sherborn",44,3861,-71.223,42.145,3.78418963391826,44,0.01538,90,3.75,0,0.155236,7.454,34.2,1.84626343721586,1.09861228866811,244,15.9,149745.7809,1.13462272619114,42.145,-71.223,"Sherborn"
258,"Brookline",45,4001,-71.0679,42.2073,3.91202300542815,50,0.61154,20,3.97,0,0.418609,8.704,86.9,0.588342066193819,1.6094379124341,264,13,152357.5089,1.63315443905142,42.2073,-71.0679,"Brookline"
259,"Brookline",45,4002,-71.0727,42.2077,3.58351893845611,36,0.66351,20,3.97,0,0.418609,7.333,100,0.639007734459297,1.6094379124341,264,13,147394.5664,2.05284085988266,42.2077,-71.0727,"Brookline"
260,"Brookline",45,4003,-71.0765,42.2075,3.40452517175483,30.1,0.65665,20,3.97,0,0.418609,6.842,100,0.698482920149464,1.6094379124341,264,13,154103.3536,1.93152141160321,42.2075,-71.0765,"Brookline"
261,"Brookline",45,4004,-71.08,42.204,3.52046080248897,33.8,0.54011,20,3.97,0,0.418609,7.203,81.8,0.747682713207959,1.6094379124341,264,13,154787.1649,2.26072088889535,42.204,-71.08,"Brookline"
262,"Brookline",45,4005,-71.079,42.202,3.7635229971097,43.1,0.53412,20,3.97,0,0.418609,7.52,89.4,0.760712366722369,1.6094379124341,264,13,151321,1.9823798288367,42.202,-71.079,"Brookline"
263,"Brookline",45,4006,-71.0835,42.2,3.8877303128591,48.8,0.52014,20,3.97,0,0.418609,8.398,91.5,0.82789658111156,1.6094379124341,264,13,150148.5001,1.77664583141801,42.2,-71.0835,"Brookline"
264,"Brookline",45,4007,-71.075,42.198,3.43398720448515,31,0.82526,20,3.97,0,0.418609,7.327,94.5,0.73179080415215,1.6094379124341,264,13,155275.4025,2.42036812865043,42.198,-71.075,"Brookline"
265,"Brookline",45,4008,-71.071,42.203,3.59731226058845,36.5,0.55007,20,3.97,0,0.418609,7.206,91.6,0.657571815046025,1.6094379124341,264,13,150947.7904,2.09186406167839,42.203,-71.071,"Brookline"
266,"Brookline",45,4009,-71.07,42.2,3.1267605359604,22.8,0.76162,20,3.97,0,0.418609,5.56,62.8,0.686374296272517,1.6094379124341,264,13,154472.5809,2.34660197841082,42.2,-71.07,"Brookline"
267,"Brookline",45,4010,-71.0725,42.1965,3.42426265459315,30.7,0.7857,20,3.97,0,0.418609,7.014,84.6,0.757482556064839,1.6094379124341,264,13,147994.09,2.69395127672271,42.1965,-71.0725,"Brookline"
268,"Brookline",45,4011,-71.085,42.1925,3.91202300542815,50,0.57834,20,3.97,0,0.330625,8.297,67,0.884428478725372,1.6094379124341,264,13,148355.9289,2.006870848845,42.1925,-71.085,"Brookline"
269,"Brookline",45,4012,-71.0925,42.2075,3.77276093809464,43.5,0.5405,20,3.97,0,0.330625,7.47,52.6,1.05500865118598,1.6094379124341,264,13,152826.2649,1.15057202759882,42.2075,-71.0925,"Brookline"
270,"Dedham",46,4021,-71.098,42.154,3.03013370027132,20.7,0.09065,20,6.96,1,0.215296,5.92,61.5,1.36545369524804,1.09861228866811,223,18.6,153640.4809,2.61373952163097,42.154,-71.098,"Dedham"
271,"Dedham",46,4022,-71.087,42.141,3.04927304048202,21.1,0.29916,20,6.96,0,0.215296,5.856,42.1,1.48817382494106,1.09861228866811,223,18.6,151538.9184,2.56494935746154,42.141,-71.087,"Dedham"
272,"Dedham",46,4023,-71.094,42.1355,3.22684399451738,25.2,0.16211,20,6.96,0,0.215296,6.24,16.3,1.48817382494106,1.09861228866811,223,18.6,158030.1009,1.88555334851442,42.1355,-71.094,"Dedham"
273,"Dedham",46,4024,-71.0982,42.1445,3.19458313229916,24.4,0.1146,20,6.96,0,0.215296,6.538,58.7,1.36545369524804,1.09861228866811,223,18.6,156491.4481,2.04510886259933,42.1445,-71.0982,"Dedham"
274,"Dedham",46,4025,-71.117,42.151,3.56104608260405,35.2,0.22188,20,6.96,1,0.215296,7.691,51.8,1.47396177287165,1.09861228866811,223,18.6,153193.96,1.88403474533723,42.151,-71.117,"Dedham"
275,"Needham",47,4031,-71.1305,42.1675,3.47815842279828,32.4,0.05644,40,6.41,1,0.199809,6.758,32.9,1.4055085800437,1.38629436111989,254,17.6,158030.1009,1.26129787094521,42.1675,-71.1305,"Needham"
276,"Needham",47,4032,-71.138,42.1733,3.46573590279973,32,0.09604,40,6.41,0,0.199809,6.854,42.8,1.45098130874171,1.38629436111989,254,17.6,158030.1009,1.09192330051731,42.1733,-71.138,"Needham"
277,"Needham",47,4033,-71.1405,42.1632,3.50254987592244,33.2,0.10469,40,6.41,1,0.199809,7.267,49,1.56594568935797,1.38629436111989,254,17.6,152006.4144,1.80005827204275,42.1632,-71.1405,"Needham"
278,"Needham",47,4034,-71.1495,42.173,3.49953328238302,33.1,0.06127,40,6.41,1,0.199809,6.826,27.6,1.5816144036995,1.38629436111989,254,17.6,155299.0464,1.42551507427317,42.173,-71.1495,"Needham"
279,"Needham",47,4035,-71.1395,42.1813,3.37073817417745,29.1,0.07978,40,6.41,0,0.199809,6.482,32.1,1.42076824897997,1.38629436111989,254,17.6,158030.1009,1.97269117173296,42.1813,-71.1395,"Needham"
280,"Wellesley",48,4041,-71.148,42.188,3.55820113047182,35.1,0.21038,20,3.33,0,0.19616041,6.812,32.2,1.41115769084458,1.6094379124341,216,14.9,158030.1009,1.57897870494939,42.188,-71.148,"Wellesley"
281,"Wellesley",48,4042,-71.166,42.187,3.8155121050473,45.4,0.03578,20,3.33,0,0.19616041,7.82,64.5,1.5464342128551,1.6094379124341,216,14.9,150497.4436,1.3244189574018,42.187,-71.166,"Wellesley"
282,"Wellesley",48,4043,-71.185,42.1848,3.56671182013973,35.4,0.03705,20,3.33,0,0.19616041,6.968,37.2,1.65721804288164,1.6094379124341,216,14.9,154338.9796,1.52388002407245,42.1848,-71.185,"Wellesley"
283,"Wellesley",48,4044,-71.1775,42.1735,3.8286413964891,46,0.06129,20,3.33,1,0.19616041,7.645,49.7,1.65094447258583,1.6094379124341,216,14.9,142657.29,1.10194007876078,42.1735,-71.1775,"Wellesley"
284,"Dover",49,4051,-71.173,42.1475,3.91202300542815,50,0.01501,90,1.21,1,0.160801,7.923,24.8,1.77240674071224,0,198,13.6,156934.8225,1.15057202759882,42.1475,-71.173,"Dover"
285,"Medfield",50,4061,-71.18,42.1105,3.47196645255036,32.2,0.00906,90,2.97,0,0.16,7.088,20.8,1.98887384848743,0,285,15.3,156301.6225,2.06051353179432,42.1105,-71.18,"Medfield"
286,"Millis",51,4071,-71.2135,42.1,3.09104245335832,22,0.01096,55,2.25,0,0.151321,6.453,31.9,1.98887384848743,0,300,15.3,156301.6225,2.10778601468898,42.1,-71.2135,"Millis"
287,"Norfolk",52,4091,-71.195,42.0675,3.00071981506503,20.1,0.01965,80,1.76,0,0.148225,6.23,31.5,2.20708689551551,0,241,18.2,117121.3729,2.55955019278377,42.0675,-71.195,"Norfolk"
288,"Walpole",53,4111,-71.148,42.0775,3.14415227867226,23.2,0.03871,52.5,5.32,0,0.164025,6.209,31.3,1.99022774113501,1.79175946922805,293,16.6,158030.1009,1.96571277635149,42.0775,-71.148,"Walpole"
289,"Walpole",53,4112,-71.1325,42.094,3.10458667846607,22.3,0.0459,52.5,5.32,0,0.164025,6.315,45.6,1.99022774113501,1.79175946922805,293,16.6,158030.1009,2.02814824729229,42.094,-71.1325,"Walpole"
290,"Walpole",53,4113,-71.155,42.098,3.21084365317094,24.8,0.04297,52.5,5.32,0,0.164025,6.565,22.9,1.99022774113501,1.79175946922805,293,16.6,138644.5225,2.2523438765573,42.098,-71.155,"Walpole"
291,"Westwood",54,4121,-71.1385,42.1235,3.3499040872746,28.5,0.03502,80,4.95,0,0.168921,6.861,27.9,1.63250970000186,1.38629436111989,245,19.2,158030.1009,1.20297230399235,42.1235,-71.1385,"Westwood"
292,"Westwood",54,4122,-71.133,42.1408,3.61899332664977,37.3,0.07886,80,4.95,0,0.168921,7.148,27.7,1.63250970000186,1.38629436111989,245,19.2,158030.1009,1.26976054486394,42.1408,-71.133,"Westwood"
293,"Westwood",54,4123,-71.107,42.1307,3.32862668882732,27.9,0.03615,80,4.95,0,0.168921,6.63,23.4,1.63250970000186,1.38629436111989,245,19.2,158030.1009,1.54756250871601,42.1307,-71.107,"Westwood"
294,"Norwood",55,4131,-71.109,42.11,3.17387845893747,23.9,0.08265,0,13.92,0,0.190969,6.127,18.4,1.70523888087289,1.38629436111989,289,16,158030.1009,2.14943391349987,42.11,-71.109,"Norwood"
295,"Norwood",55,4132,-71.118,42.1217,3.07731226054641,21.7,0.08199,0,13.92,0,0.190969,6.009,42.3,1.70523888087289,1.38629436111989,289,16,158030.1009,2.34180580614733,42.1217,-71.118,"Norwood"
296,"Norwood",55,4133,-71.1309,42.1166,3.35340671782581,28.6,0.12932,0,13.92,0,0.190969,6.678,31.1,1.78513759291917,1.38629436111989,289,16,158030.1009,1.83577635464483,42.1166,-71.1309,"Norwood"
297,"Norwood",55,4134,-71.128,42.1108,3.29953372788566,27.1,0.05372,0,13.92,0,0.190969,6.549,51,1.78513759291917,1.38629436111989,289,16,154826.5104,2.00012773496011,42.1108,-71.128,"Norwood"
298,"Norwood",55,4135,-71.121,42.1025,3.01062088604774,20.3,0.14103,0,13.92,0,0.190969,5.79,58,1.84371920815877,1.38629436111989,289,16,158030.1009,2.76253838638628,42.1025,-71.121,"Norwood"
299,"Sharon",56,4141,-71.12,42.0725,3.11351530921037,22.5,0.06466,70,2.24,0,0.16,6.345,20.1,2.05768149989727,1.6094379124341,358,14.8,136065.0769,1.60341984010854,42.0725,-71.12,"Sharon"
300,"Sharon",56,4142,-71.1,42.059,3.36729582998647,29,0.05561,70,2.24,0,0.16,7.041,10,2.05768149989727,1.6094379124341,358,14.8,138540.2841,1.55603713570699,42.059,-71.1,"Sharon"
301,"Sharon",56,4143,-71.1035,42.0735,3.21084365317094,24.8,0.04417,70,2.24,0,0.16,6.871,47.4,2.05768149989727,1.6094379124341,358,14.8,153264.4201,1.80335860507141,42.0735,-71.1035,"Sharon"
302,"Canton",57,4151,-71.0875,42.095,3.09104245335832,22,0.03537,34,6.09,0,0.187489,6.59,40.4,1.70323786150477,1.94591014905531,329,16.1,157117.1044,2.2512917986065,42.095,-71.0875,"Canton"
303,"Canton",57,4152,-71.0625,42.102,3.27336401015227,26.4,0.09266,34,6.09,0,0.187489,6.495,18.4,1.70323786150477,1.94591014905531,329,16.1,147640.3776,2.15986879079245,42.102,-71.0625,"Canton"
304,"Canton",57,4153,-71.0865,42.12,3.49953328238302,33.1,0.1,34,6.09,0,0.187489,6.982,17.7,1.70323786150477,1.94591014905531,329,16.1,152927.9236,1.5810384379124,42.12,-71.0865,"Canton"
305,"Milton",58,4161,-71.0465,42.145,3.58629286533884,36.1,0.05515,33,2.18,0,0.222784,7.236,41.1,1.39177929135046,1.94591014905531,222,18.4,155480.3761,1.93585981320181,42.145,-71.0465,"Milton"
306,"Milton",58,4162,-71.057,42.1525,3.34638914516716,28.4,0.05479,33,2.18,0,0.222784,6.616,58.1,1.21491274436427,1.94591014905531,222,18.4,155228.1201,2.18941639488841,42.1525,-71.057,"Milton"
307,"Milton",58,4163,-71.045,42.159,3.50855589998265,33.4,0.07503,33,2.18,0,0.222784,7.42,71.9,1.13114401367059,1.94591014905531,222,18.4,158030.1009,1.86717610851281,42.159,-71.045,"Milton"
308,"Milton",58,4164,-71.028,42.1565,3.33932197794407,28.2,0.04932,33,2.18,0,0.222784,6.849,70.3,1.1577298931512,1.94591014905531,222,18.4,158030.1009,2.0188950418118,42.1565,-71.028,"Milton"
309,"Quincy",59,4171,-71.0138,42.1555,3.1267605359604,22.8,0.49298,0,9.9,0,0.295936,6.635,82.5,1.19921148722423,1.38629436111989,304,18.4,158030.1009,1.51292701205326,42.1555,-71.0138,"Quincy"
310,"Quincy",59,4172,-71.0201,42.16,3.01062088604774,20.3,0.3494,0,9.9,0,0.295936,5.972,76.7,1.13220823809663,1.38629436111989,304,18.4,157505.7969,2.29958058397375,42.16,-71.0201,"Quincy"
311,"Quincy",59,4173,-71.016,42.176,2.77881927199042,16.1,2.63548,0,9.9,0,0.295936,4.973,37.8,0.924020777936066,1.38629436111989,304,18.4,123257.1664,2.53686638871871,42.176,-71.016,"Quincy"
312,"Quincy",59,4174,-71.0075,42.178,3.09557760852371,22.1,0.79041,0,9.9,0,0.295936,6.122,52.8,0.970892547065739,1.38629436111989,304,18.4,158030.1009,1.78842056796254,42.178,-71.0075,"Quincy"
313,"Quincy",59,4175,-71.015,42.167,2.96527306606928,19.4,0.26169,0,9.9,0,0.295936,6.023,90.4,1.04168914126849,1.38629436111989,304,18.4,157553.4249,2.46129678414887,42.167,-71.015,"Quincy"
314,"Quincy",59,4176,-71.0075,42.1613,3.07269331469012,21.6,0.26938,0,9.9,0,0.295936,6.266,82.8,1.18258572244429,1.38629436111989,304,18.4,155251.7604,2.06686275947298,42.1613,-71.0075,"Quincy"
315,"Quincy",59,4177,-71,42.153,3.16968558067743,23.8,0.3692,0,9.9,0,0.295936,6.567,87.3,1.28157253034833,1.38629436111989,304,18.4,157069.5424,2.22786154679811,42.153,-71,"Quincy"
316,"Quincy",59,4178,-70.9795,42.158,2.78501124223834,16.2,0.25356,0,9.9,0,0.295936,5.705,77.7,1.37244895429784,1.38629436111989,304,18.4,157648.7025,2.4423470353692,42.158,-70.9795,"Quincy"
317,"Quincy",59,4179,-70.988,42.1485,2.87919845729804,17.8,0.31827,0,9.9,0,0.295936,5.914,83.2,1.3859442998556,1.38629436111989,304,18.4,153139.1689,2.90853906185161,42.1485,-70.988,"Quincy"
318,"Quincy",59,4180,-71.004,42.1425,2.98568193770049,19.8,0.24522,0,9.9,0,0.295936,5.782,71.7,1.39418812323899,1.38629436111989,304,18.4,158030.1009,2.76883167336207,42.1425,-71.004,"Quincy"
319,"Quincy",59,4181,-71.01,42.15,3.13983261752775,23.1,0.40202,0,9.9,0,0.295936,6.382,67.2,1.26200583557655,1.38629436111989,304,18.4,156689.3056,2.33795223683134,42.15,-71.01,"Quincy"
320,"Quincy",59,4182,-71.02,42.151,3.04452243772342,21,0.47547,0,9.9,0,0.295936,6.113,58.8,1.3867692483431,1.38629436111989,304,18.4,157497.8596,2.54396141256932,42.151,-71.02,"Quincy"
321,"Braintree",60,4191,-71.0085,42.129,3.16968558067743,23.8,0.1676,0,7.38,0,0.243049,6.426,52.3,1.51301511389905,1.6094379124341,287,19.6,158030.1009,1.97408102602201,42.129,-71.0085,"Braintree"
322,"Braintree",60,4192,-70.9975,42.134,3.13983261752775,23.1,0.18159,0,7.38,0,0.243049,6.376,54.3,1.51301511389905,1.6094379124341,287,19.6,158030.1009,1.92716410623426,42.134,-70.9975,"Braintree"
323,"Braintree",60,4193,-70.99,42.1367,3.01553490085017,20.4,0.35114,0,7.38,0,0.243049,6.041,49.9,1.55204182329279,1.6094379124341,287,19.6,158030.1009,2.04122032885964,42.1367,-70.99,"Braintree"
324,"Braintree",60,4194,-70.9834,42.1375,2.91777073208428,18.5,0.28392,0,7.38,0,0.243049,5.708,74.3,1.55204182329279,1.6094379124341,287,19.6,153475.8976,2.46300181439995,42.1375,-70.9834,"Braintree"
325,"Braintree",60,4195,-70.9895,42.1265,3.2188758248682,25,0.34109,0,7.38,0,0.243049,6.415,40.1,1.55204182329279,1.6094379124341,287,19.6,158030.1009,1.81156209652423,42.1265,-70.9895,"Braintree"
326,"Braintree",60,4196,-71,42.1066,3.20274644293832,24.6,0.19186,0,7.38,0,0.243049,6.431,14.7,1.68933907162858,1.6094379124341,287,19.6,155480.3761,1.62531126159039,42.1066,-71,"Braintree"
327,"Braintree",60,4197,-70.9995,42.1175,3.13549421592915,23,0.30347,0,7.38,0,0.243049,6.312,28.9,1.68933907162858,1.6094379124341,287,19.6,158030.1009,1.81645208181843,42.1175,-70.9995,"Braintree"
328,"Braintree",60,4198,-71.01,42.1215,3.10009228887823,22.2,0.24103,0,7.38,0,0.243049,6.083,43.7,1.68933907162858,1.6094379124341,287,19.6,158030.1009,2.54866361559075,42.1215,-71.01,"Braintree"
329,"Randolph",61,4201,-71.0275,42.113,2.96010509591084,19.3,0.06617,0,3.24,0,0.2116,5.868,25.8,1.65146238368933,1.38629436111989,430,16.9,146742.6249,2.29958058397375,42.113,-71.0275,"Randolph"
330,"Randolph",61,4202,-71.0415,42.115,3.11794990627824,22.6,0.06724,0,3.24,0,0.2116,6.333,17.2,1.65146238368933,1.38629436111989,430,16.9,141255.7056,1.99333884262642,42.115,-71.0415,"Randolph"
331,"Randolph",61,4203,-71.025,42.098,2.98568193770049,19.8,0.04544,0,3.24,0,0.2116,6.144,32.2,1.77046773376043,1.38629436111989,430,16.9,136308.64,2.20717490818939,42.098,-71.025,"Randolph"
332,"Holbrook",62,4211,-71.0115,42.0865,2.83907846350861,17.1,0.05023,35,6.06,0,0.19175641,5.706,28.4,1.89321737961861,0,304,16.9,155748.6225,2.52011290552262,42.0865,-71.0115,"Holbrook"
333,"Holbrook",62,4212,-70.996,42.0895,2.96527306606928,19.4,0.03466,35,6.06,0,0.19175641,6.031,23.3,1.89321737961861,0,304,16.9,131681.8944,2.05796251000271,42.0895,-70.996,"Holbrook"
334,"Weymouth",63,4221,-70.9795,42.0995,3.10009228887823,22.2,0.05083,0,5.19,0,0.265225,6.316,38.1,1.86538160909867,1.6094379124341,224,20.2,152365.3156,1.73695123273306,42.0995,-70.9795,"Weymouth"
335,"Weymouth",63,4222,-70.965,42.101,3.03013370027132,20.7,0.03738,0,5.19,0,0.265225,6.31,38.5,1.86538160909867,1.6094379124341,224,20.2,152123.4009,1.90954250488444,42.101,-70.965,"Weymouth"
336,"Weymouth",63,4223,-70.97,42.115,3.04927304048202,21.1,0.03961,0,5.19,0,0.265225,6.037,34.5,1.78930646306699,1.6094379124341,224,20.2,158030.1009,2.08069076108027,42.115,-70.97,"Weymouth"
337,"Weymouth",63,4224,-70.976,42.128,2.9704144655697,19.5,0.03427,0,5.19,0,0.265225,5.869,46.3,1.65462158100942,1.6094379124341,224,20.2,158030.1009,2.28238238567653,42.128,-70.976,"Weymouth"
338,"Weymouth",63,4225,-70.9602,42.127,2.91777073208428,18.5,0.03041,0,5.19,0,0.265225,5.895,59.6,1.72544158819041,1.6094379124341,224,20.2,156372.7936,2.35707327827812,42.127,-70.9602,"Weymouth"
339,"Weymouth",63,4226,-70.9633,42.1374,3.02529107579554,20.6,0.03306,0,5.19,0,0.265225,6.059,37.3,1.57115436000849,1.6094379124341,224,20.2,157426.4329,2.14124194258528,42.1374,-70.9633,"Weymouth"
340,"Weymouth",63,4227,-70.9675,42.144,2.94443897916644,19,0.05497,0,5.19,0,0.265225,5.985,45.4,1.57115436000849,1.6094379124341,224,20.2,158030.1009,2.27624111765444,42.144,-70.9675,"Weymouth"
341,"Weymouth",63,4228,-70.965,42.1503,2.92852352386054,18.7,0.06151,0,5.19,0,0.265225,5.968,58.5,1.57115436000849,1.6094379124341,224,20.2,158030.1009,2.22893855282575,42.1503,-70.965,"Weymouth"
342,"Cohasset",64,4231,-70.8875,42.1465,3.48737507790321,32.7,0.01301,35,1.52,0,0.195364,7.241,49.3,1.95130983021647,0,284,15.5,156317.4369,1.70292825552144,42.1465,-70.8875,"Cohasset"
343,"Hull",65,5001,-70.915,42.16,2.80336038090653,16.5,0.02498,0,1.89,0,0.268324,6.54,59.7,1.83528181451718,0,422,15.9,152560.5481,2.15755932094379,42.16,-70.915,"Hull"
344,"Hingham",66,5011,-70.937,42.1475,3.17387845893747,23.9,0.02543,55,3.78,0,0.234256,6.696,56.4,1.7460819557314,1.6094379124341,370,17.6,158030.1009,1.97129938306013,42.1475,-70.937,"Hingham"
345,"Hingham",66,5012,-70.9325,42.123,3.44041809481544,31.2,0.03049,55,3.78,0,0.234256,6.874,28.1,1.86646488192625,1.6094379124341,370,17.6,151009.96,1.52822785700856,42.123,-70.9325,"Hingham"
346,"Rockland",67,5021,-70.947,42.0725,2.86220088092947,17.5,0.03113,0,4.39,0,0.195364,6.014,48.5,2.08114009831542,1.09861228866811,352,18.8,149204.5129,2.35422832614588,42.0725,-70.947,"Rockland"
347,"Rockland",67,5022,-70.9501,42.0825,2.84490938381941,17.2,0.06162,0,4.39,0,0.195364,5.898,52.3,2.08114009831542,1.09861228866811,352,18.8,133400.2576,2.53923699433305,42.0825,-70.9501,"Rockland"
348,"Hanover",68,5031,-70.9275,42.0795,3.13983261752775,23.1,0.0187,85,4.15,0,0.184041,6.516,27.7,2.14421050501356,1.38629436111989,351,17.9,154496.1636,1.85002837735203,42.0795,-70.9275,"Hanover"
349,"Norwell",69,5041,-70.92,42.1016,3.19867311755068,24.5,0.01501,80,2.01,0,0.189225,6.635,29.7,2.12154271769847,1.38629436111989,280,17,153327.0649,1.79009141212736,42.1016,-70.92,"Norwell"
350,"Scituate",70,5051,-70.855,42.13,3.28091121578765,26.6,0.02899,40,1.25,0,0.184041,6.939,34.5,2.17385359101298,0,335,19.7,152474.6304,1.7732559976635,42.13,-70.855,"Scituate"
351,"Scituate",70,5052,-70.833,42.115,3.13113691056019,22.9,0.06211,40,1.25,0,0.184041,6.49,44.4,2.17385359101298,0,335,19.7,158030.1009,1.78842056796254,42.115,-70.833,"Scituate"
352,"Marshfield",71,5061,-70.83,42.0775,3.18221184049661,24.1,0.0795,60,1.69,0,0.168921,6.579,35.9,2.37120589527183,1.38629436111989,411,18.3,137945.3881,1.70292825552144,42.0775,-70.83,"Marshfield"
353,"Marshfield",71,5062,-70.81,42.059,2.92316158071916,18.6,0.07244,60,1.69,0,0.168921,5.884,18.5,2.37120589527183,1.38629436111989,411,18.3,154417.5616,2.05284085988266,42.059,-70.81,"Marshfield"
354,"Duxbury",72,5071,-70.83,42.0485,3.40452517175483,30.1,0.01709,90,2.02,0,0.1681,6.728,36.1,2.49539314051214,1.6094379124341,187,17,148294.3081,1.50407739677627,42.0485,-70.83,"Duxbury"
355,"Pembroke",73,5081,-70.853,42.052,2.90142159408275,18.2,0.04301,80,1.91,0,0.170569,5.663,21.9,2.35950403371815,1.38629436111989,334,22,147018.5649,2.08567209143047,42.052,-70.853,"Pembroke"
356,"Pembroke",73,5082,-70.8525,42.03,3.02529107579554,20.6,0.10659,80,1.91,0,0.170569,5.936,19.5,2.35950403371815,1.38629436111989,334,22,141880.2889,1.71739505393919,42.03,-70.8525,"Pembroke"
357,"Boston Allston-Brighton",74,1,-71.083,42.2172,2.87919845729804,17.8,8.98296,0,18.1,1,0.5929,6.212,97.4,0.752453286457353,3.17805383034795,666,20.2,143156.2896,2.86789890204411,42.2172,-71.083,"Boston Allston-Brighton"
358,"Boston Allston-Brighton",74,2,-71.095,42.212,3.07731226054641,21.7,3.8497,0,18.1,1,0.5929,6.395,91,0.918368571669121,3.17805383034795,666,20.2,153640.4809,2.58550584834412,42.212,-71.095,"Boston Allston-Brighton"
359,"Boston Allston-Brighton",74,3,-71.1007,42.21,3.12236492448736,22.7,5.20177,0,18.1,1,0.5929,6.127,83.4,1.00162403501843,3.17805383034795,666,20.2,156863.5236,2.44060639089142,42.21,-71.1007,"Boston Allston-Brighton"
360,"Boston Allston-Brighton",74,4,-71.093,42.207,3.11794990627824,22.6,4.26131,0,18.1,0,0.5929,6.112,81.3,0.919924123106576,3.17805383034795,666,20.2,153170.4769,2.53923699433305,42.207,-71.093,"Boston Allston-Brighton"
361,"Boston Allston-Brighton",74,5,-71.0905,42.2033,3.2188758248682,25,4.54192,0,18.1,0,0.5929,6.398,88,0.923544360585463,3.17805383034795,666,20.2,140767.5361,2.05284085988266,42.2033,-71.0905,"Boston Allston-Brighton"
362,"Boston Allston-Brighton",74,6,-71.0865,42.21,2.99071973173045,19.9,3.83684,0,18.1,0,0.5929,6.251,91.1,0.83095068470714,3.17805383034795,666,20.2,123397.6384,2.65253749117195,42.21,-71.0865,"Boston Allston-Brighton"
363,"Boston Allston-Brighton",74,7,-71.081,42.208,3.03495298670727,20.8,3.67822,0,18.1,0,0.5929,5.362,96.2,0.743650162733052,3.17805383034795,666,20.2,145481.2164,2.32140684723463,42.208,-71.081,"Boston Allston-Brighton"
364,"Boston Allston-Brighton",74,8,-71.0865,42.215,2.82137888640921,16.8,4.22239,0,18.1,1,0.5929,5.803,89,0.644324515862377,3.17805383034795,666,20.2,125082.4689,2.68375750853317,42.215,-71.0865,"Boston Allston-Brighton"
365,"Boston Back Bay",75,101,-71.059,42.2098,3.08648663682246,21.9,3.47428,0,18.1,1,0.515524,8.78,82.9,0.644324515862377,3.17805383034795,666,20.2,126152.8324,1.66581824587021,42.2098,-71.059,"Boston Back Bay"
366,"Boston Back Bay",75,102,-71.0595,42.2075,3.31418600467253,27.5,4.55587,0,18.1,0,0.515524,3.561,87.9,0.478219784017076,3.17805383034795,666,20.2,126259.4089,1.96290772542388,42.2075,-71.0595,"Boston Back Bay"
